03,January,2021
rank,name,perc1hour,price,volume
128,Golem,1.11%,$0.1152,"$1,840,497.83"
129,PAX Gold,-0.07%,"$1,873.11","$4,050,029.72"
130,Utrust,0.64%,$0.249,"$8,327,956.31"
131,Swipe,-0.98%,$1.35,"$220,823,784.82"
132,Orchid,3.21%,$0.3069,"$32,620,412.21"
133,RSK Infrastructure Framework,0.11%,$0.1612,"$993,826.28"
134,BitShares,0.62%,$0.03617,"$30,275,722.05"
135,IoTeX,4.45%,$0.01153,"$14,352,326.65"
136,Storj,0.46%,$0.4287,"$39,671,167.95"
137,Kava.io,0.84%,$2.22,"$57,027,604.25"
138,MonaCoin,-0.29%,$1.56,"$7,997,381.81"
139,Civic,0.27%,$0.1514,"$19,825,617.98"
140,Bytom,0.17%,$0.07228,"$51,154,433.58"
141,Pundi X,2.23%,$0.0004283,"$21,474,039.68"
142,TomoChain,0.11%,$1.26,"$10,861,711.54"
143,iExec RLC,-0.33%,$1.20,"$7,669,510.66"
144,CyberVein,0.08%,$0.0888,"$1,666,859.32"
145,KuCoin Token,0.62%,$1.18,"$8,732,164.86"
146,Morpheus.Network,1.68%,$1.90,"$3,298,915.18"
147,Oasis Network,-1.13%,$0.05729,"$10,602,538.66"
148,Komodo,-0.14%,$0.6903,"$15,085,993.22"
149,Velas,0.35%,$0.03956,"$1,298,108.22"
150,Venus,0.32%,$10.27,"$20,930,946.65"
151,Keep3rV1,1.81%,$410.94,"$23,609,151.28"
152,Harmony,0.29%,$0.008627,"$6,820,575.26"
153,ReddCoin,8.18%,$0.002846,"$4,134,641.62"
154,Kin,0.71%,$0.00005302,"$889,651.57"
155,Secret,0.04%,$1.15,"$1,413,479.73"
156,Ardor,2.40%,$0.0788,"$5,220,678.47"
157,Travala.com,0.04%,$1.66,"$5,826,086.84"
158,Energi,-0.19%,$2.03,"$3,322,092.24"
159,Populous,-1.06%,$1.43,"$4,454,973.25"
160,Stratis,1.76%,$0.758,"$21,261,311.54"
161,district0x,1.71%,$0.125,"$12,317,754.04"
162,Ankr,-2.09%,$0.01153,"$22,989,059.68"
163,aelf,0.83%,$0.1353,"$13,606,598.05"
164,Fetch.ai,0.66%,$0.09838,"$8,119,189.29"
165,Steem,0.01%,$0.1828,"$3,889,490.58"
166,Wanchain,-0.08%,$0.4121,"$3,772,505.50"
167,DFI.Money,0.55%,"$1,811.54","$121,512,831.75"
168,JUST,0.39%,$0.03083,"$135,391,253.81"
169,Opium,0.31%,$16.28,"$1,195,195.53"
170,Syntropy,-0.94%,$0.2062,"$932,723.40"
171,Mainframe,-0.26%,$0.006722,"$20,337,440.46"
172,DxChain Token,-0.74%,$0.001315,"$97,688.57"
173,Loom Network,-0.37%,$0.06517,"$15,046,688.24"
174,WaykiChain,5.01%,$0.2916,"$49,647,284.19"
175,xDai,1.06%,$15.53,"$4,748,820.85"
176,Syscoin,1.55%,$0.1027,"$6,879,306.26"
177,IRISnet,1.50%,$0.0646,"$8,762,550.33"
178,WAX,0.00%,$0.03995,"$1,761,949.82"
179,Kleros,-0.54%,$0.09958,"$7,152,763.19"
180,Haven Protocol,0.25%,$4.12,"$1,032,771.15"
181,SingularityNET,0.82%,$0.06818,"$1,709,946.57"
182,Hive,0.97%,$0.1396,"$5,917,101.17"
183,TrustSwap,0.02%,$0.7967,"$1,280,607.61"
184,LBRY Credits,0.85%,$0.106,"$4,801,384.58"
185,Polymath,1.10%,$0.09433,"$2,279,970.36"
186,Aidos Kuneen,0.17%,$2.18,"$1,924,890.37"
187,OriginTrail,0.89%,$0.1585,"$426,305.31"
188,LTO Network,1.71%,$0.1967,"$8,114,918.45"
189,Enzyme,-0.29%,$35.96,"$5,228,448.33"
190,Ark,-0.21%,$0.4162,"$4,121,352.99"
191,Electroneum,-0.80%,$0.005135,"$778,396.19"
192,DIA,0.42%,$1.86,"$32,320,604.93"
193,Tellor,0.49%,$29.98,"$51,091,144.79"
194,0Chain,-0.08%,$0.9991,"$640,203.28"
195,Uquid Coin,1.52%,$4.79,"$7,936,765.40"
196,Divi,1.14%,$0.02233,"$213,036.36"
197,Firo,0.81%,$4.08,"$2,043,159.01"
198,AdEx Network,0.79%,$0.4119,"$2,067,596.48"
199,Akropolis,0.33%,$0.01823,"$9,334,266.71"
200,bZx Protocol,0.38%,$0.3073,"$17,250,750.59"
07,February,2021
1,Bitcoin,0.36%,"$38,903.44","$65,500,641,143.12"
2,Ethereum,1.11%,"$1,614.23","$39,889,440,150.91"
3,Tether,0.06%,$1.00,"$130,348,566,846.52"
4,Cardano,5.04%,$0.6632,"$11,252,055,619.87"
5,XRP,0.26%,$0.418,"$7,495,069,764.55"
6,Polkadot,0.22%,$19.79,"$3,038,407,999.38"
7,Binance Coin,1.43%,$68.59,"$1,493,688,264.60"
8,Chainlink,0.96%,$24.79,"$2,772,921,168.59"
9,Litecoin,0.25%,$151.14,"$6,884,924,122.50"
10,Dogecoin,-1.96%,$0.07878,"$14,261,024,073.31"
11,Stellar,1.47%,$0.3835,"$5,026,694,577.75"
12,Bitcoin Cash,0.40%,$445.17,"$5,588,458,731.24"
13,USD Coin,0.00%,$0.9999,"$1,416,867,095.05"
14,Aave,1.25%,$461.51,"$1,373,619,547.81"
15,Uniswap,1.39%,$18.69,"$1,078,369,272.13"
16,Wrapped Bitcoin,0.53%,"$38,877.48","$218,504,012.25"
17,Bitcoin SV,-0.41%,$183.06,"$937,245,395.38"
18,EOS,-0.69%,$3.44,"$5,982,395,276.45"
19,Cosmos,5.22%,$13.92,"$1,590,915,578.08"
20,NEM,1.22%,$0.3052,"$172,323,684.36"
21,Monero,-0.20%,$150.74,"$804,302,297.96"
22,TRON,0.84%,$0.03597,"$1,871,100,821.05"
23,Tezos,-0.31%,$3.31,"$649,984,475.64"
24,Maker,1.68%,"$2,470.95","$328,655,853.24"
25,Elrond,8.09%,$140.68,"$708,156,790.47"
26,Synthetix,2.75%,$20.11,"$323,471,178.66"
27,THETA,0.08%,$2.29,"$91,161,188.15"
28,Compound,3.72%,$458.46,"$589,496,035.98"
29,VeChain,2.23%,$0.02894,"$371,983,288.28"
30,Avalanche,4.25%,$24.21,"$545,865,728.88"
31,Dai,0.04%,$1.00,"$330,423,303.91"
32,Solana,2.60%,$6.70,"$105,451,102.52"
33,Huobi Token,1.07%,$8.95,"$539,582,619.57"
34,Neo,0.82%,$24.54,"$873,846,112.62"
35,SushiSwap,0.81%,$13.16,"$811,188,172.90"
36,UMA,1.73%,$28.38,"$137,465,276.88"
37,Binance USD,0.02%,$0.9999,"$3,035,144,063.68"
38,IOTA,1.55%,$0.5583,"$99,620,628.09"
39,Crypto.com Coin,0.60%,$0.06565,"$81,752,550.99"
40,Terra,-1.29%,$3.05,"$204,601,208.45"
41,UNUS SED LEO,0.04%,$1.38,"$16,520,523.41"
42,FTX Token,1.15%,$14.40,"$45,919,478.53"
43,Celsius,0.32%,$5.02,"$5,749,302.84"
44,Filecoin,0.29%,$24.08,"$272,418,315.76"
45,Dash,0.38%,$118.50,"$786,948,203.65"
46,The Graph,0.43%,$0.9185,"$456,098,629.14"
47,yearn.finance,0.93%,"$30,927.27","$339,028,798.58"
48,Algorand,0.56%,$0.845,"$453,238,754.36"
49,0x,0.76%,$1.41,"$532,870,680.71"
50,Decred,0.30%,$81.81,"$24,328,215.20"
51,Zcash,0.12%,$92.59,"$887,393,083.76"
52,Revain,0.13%,$0.01167,"$7,794,696.98"
53,Kusama,1.80%,$115.06,"$127,442,039.93"
54,NEAR Protocol,2.98%,$3.39,"$95,920,818.21"
55,Ethereum Classic,0.82%,$8.29,"$1,318,453,488.63"
56,Nexo,-0.94%,$1.50,"$21,879,542.89"
57,Waves,0.74%,$8.07,"$115,429,997.11"
58,Zilliqa,0.93%,$0.07593,"$103,478,051.26"
59,SwissBorg,1.05%,$0.8572,"$7,941,380.64"
60,Loopring,1.61%,$0.6287,"$125,409,775.75"
61,Ren,1.63%,$0.7718,"$196,357,260.02"
62,Hedera Hashgraph,0.19%,$0.09631,"$85,797,496.58"
63,Celo,-3.87%,$3.62,"$112,328,858.27"
64,renBTC,0.58%,"$38,917.85","$26,684,619.85"
65,OMG Network,1.33%,$4.64,"$698,309,450.89"
66,Curve DAO Token,2.89%,$2.99,"$317,615,372.77"
67,1inch,2.43%,$4.96,"$350,304,623.02"
68,Basic Attention Token,-1.71%,$0.4084,"$587,227,451.41"
69,THORChain,2.92%,$3.80,"$102,264,173.52"
70,Ontology,2.37%,$0.6931,"$280,917,034.28"
71,Voyager Token,2.37%,$2.38,"$12,729,390.05"
72,HUSD,0.04%,$0.9996,"$173,058,070.04"
73,BitTorrent,2.01%,$0.0004998,"$194,338,275.96"
74,DigiByte,0.58%,$0.03526,"$29,607,563.62"
75,ICON,1.58%,$0.8199,"$167,581,839.11"
76,Nano,0.23%,$3.58,"$46,940,746.68"
77,Quant,3.05%,$37.62,"$9,166,608.15"
78,HedgeTrade,3.36%,$1.27,"$138,665.34"
79,Qtum,1.81%,$4.23,"$865,131,977.56"
80,Siacoin,1.74%,$0.008256,"$30,112,234.59"
81,Alpha Finance Lab,3.48%,$2.24,"$210,688,127.51"
82,OKB,-0.16%,$6.29,"$182,234,811.77"
83,TrueUSD,-0.01%,$0.9995,"$103,383,115.06"
84,Horizen,1.73%,$33.84,"$30,978,439.65"
85,Decentraland,1.37%,$0.2361,"$327,306,933.48"
86,Kyber Network,1.43%,$1.75,"$138,576,576.17"
87,Reserve Rights,1.38%,$0.03787,"$282,161,585.25"
88,PancakeSwap,2.17%,$3.16,"$50,317,039.44"
89,Stacks,0.63%,$0.47,"$11,929,958.87"
90,Ampleforth,1.12%,$1.32,"$39,749,581.13"
91,Fantom,2.08%,$0.1322,"$56,738,073.87"
92,Matic Network,7.72%,$0.06764,"$153,001,298.87"
93,Enjin Coin,1.33%,$0.3789,"$65,297,840.77"
94,IOST,1.14%,$0.01883,"$212,075,173.90"
95,Ocean Protocol,2.64%,$0.6954,"$21,372,850.17"
96,Bancor,0.64%,$2.41,"$55,636,266.51"
97,Verge,0.50%,$0.01653,"$29,348,351.76"
98,Energy Web Token,-0.40%,$8.93,"$665,435.10"
99,Bitcoin BEP2,0.85%,"$38,912.21","$9,436,797.38"
100,TerraUSD,-0.57%,$1.01,"$23,761,898.46"
101,Ravencoin,2.67%,$0.03191,"$58,815,677.58"
102,Balancer,1.21%,$36.28,"$250,539,440.96"
103,Paxos Standard,-0.56%,$0.9971,"$156,074,616.05"
104,FunFair,0.45%,$0.03725,"$9,097,916.69"
105,Flow (Dapper Labs),0.42%,$10.09,"$8,314,734.63"
106,Augur,8.09%,$21.17,"$21,640,422.37"
107,Helium,0.60%,$3.39,"$1,501,812.89"
108,Band Protocol,2.67%,$11.25,"$201,103,760.72"
109,Status,1.56%,$0.06433,"$97,989,911.27"
110,Venus,4.70%,$26.89,"$74,474,698.28"
111,Bitcoin Gold,0.34%,$12.00,"$29,097,605.14"
112,Aragon,-0.94%,$5.18,"$61,706,130.17"
113,Lisk,1.00%,$1.54,"$18,633,756.06"
114,NuCypher,0.82%,$0.4977,"$55,256,450.01"
115,Kava.io,1.33%,$3.27,"$166,353,685.23"
116,Nervos Network,-0.62%,$0.007864,"$28,671,630.59"
117,Gnosis,1.27%,$132.78,"$1,076,919.23"
118,Theta Fuel,0.51%,$0.03538,"$4,849,093.19"
119,Arweave,1.26%,$5.48,"$9,006,624.81"
120,Golem,1.43%,$0.1751,"$21,388,012.96"
121,MaidSafeCoin,-0.21%,$0.4018,"$1,024,975.14"
122,Injective Protocol,5.71%,$11.52,"$42,291,143.58"
123,Swipe,-1.12%,$1.98,"$471,055,776.23"
124,Mainframe,4.25%,$0.01708,"$51,190,695.63"
125,Civic,1.40%,$0.2296,"$82,766,382.61"
126,Numeraire,2.57%,$34.47,"$31,374,369.04"
127,Morpheus.Network,0.75%,$3.28,"$6,069,355.70"
128,ZB Token,-0.43%,$0.3211,"$15,261,474.57"
129,RSK Infrastructure Framework,0.54%,$0.2159,"$21,018,129.79"
130,Orchid,1.55%,$0.4045,"$31,481,186.51"
131,ABBC Coin,1.05%,$0.1768,"$47,002,582.36"
132,Serum,3.37%,$2.88,"$215,105,458.50"
133,Telcoin,-5.68%,$0.002712,"$7,710,451.79"
134,Fetch.ai,9.20%,$0.182,"$23,286,987.54"
135,KuCoin Token,1.35%,$1.70,"$13,277,953.23"
136,Unibright,0.97%,$0.9091,"$3,138,244.82"
137,Holo,0.80%,$0.0008015,"$20,118,804.41"
138,Bitcoin Diamond,-0.62%,$0.7109,"$6,330,518.70"
139,TomoChain,1.35%,$1.65,"$27,710,382.44"
140,Utrust,-0.30%,$0.2908,"$8,807,048.24"
141,Storj,2.17%,$0.5207,"$49,905,415.11"
142,IoTeX,2.30%,$0.01332,"$15,358,302.35"
143,BitShares,1.83%,$0.04197,"$17,817,501.69"
144,Chiliz,1.19%,$0.02287,"$57,178,451.71"
145,Pundi X,1.09%,$0.0005158,"$87,320,208.73"
146,iExec RLC,0.98%,$1.48,"$14,566,999.13"
147,MonaCoin,0.20%,$1.76,"$12,861,371.31"
148,PAX Gold,0.16%,"$1,839.49","$6,566,763.72"
149,district0x,1.94%,$0.1878,"$45,110,332.50"
150,Ankr,1.27%,$0.01728,"$87,406,377.30"
151,Oasis Network,0.25%,$0.07283,"$10,530,144.39"
152,CyberVein,-0.32%,$0.1006,"$2,967,717.00"
153,Bytom,0.44%,$0.0748,"$46,816,854.43"
154,Akropolis,2.74%,$0.04016,"$44,680,310.26"
155,Harmony,1.44%,$0.01064,"$11,105,046.59"
156,Ardor,0.50%,$0.0949,"$8,248,384.56"
157,Stratis,0.99%,$0.732,"$3,713,884.60"
158,aelf,2.45%,$0.1711,"$22,656,582.52"
159,Komodo,1.00%,$0.7544,"$7,023,924.07"
160,Aidos Kuneen,0.08%,$3.67,"$2,180,321.79"
161,SingularityNET,3.47%,$0.1032,"$1,753,827.61"
162,saffron.finance,0.49%,"$1,177.16","$8,654,312.34"
163,xDai,1.37%,$21.85,"$4,669,486.64"
164,Wrapped NXM,2.34%,$52.12,"$29,587,460.01"
165,Vai,0.06%,$1.00,"$2,979,708.30"
166,Velas,-0.35%,$0.04086,"$993,617.66"
167,Populous,0.73%,$1.59,"$4,592,274.52"
168,Steem,0.47%,$0.2185,"$10,782,087.51"
169,IRISnet,2.53%,$0.08818,"$18,854,062.11"
170,Divi,1.87%,$0.03933,"$508,985.15"
171,JUST,1.80%,$0.03732,"$158,678,207.71"
172,OriginTrail,4.55%,$0.2433,"$996,627.52"
173,Secret,1.44%,$1.18,"$294,440.56"
174,MX Token,5.47%,$0.6467,"$45,704,531.94"
175,ReddCoin,1.61%,$0.002857,"$1,171,295.53"
176,Travala.com,0.02%,$1.72,"$5,898,356.12"
177,Reef,1.32%,$0.02623,"$90,489,025.31"
178,DFI.Money,1.97%,"$2,010.52","$147,722,735.91"
179,Wanchain,1.08%,$0.4591,"$4,392,782.29"
180,Opium,0.42%,$18.52,"$1,237,438.87"
181,StormX,2.94%,$0.008788,"$42,861,772.08"
182,Energi,0.81%,$2.02,"$3,829,189.82"
183,Kin,3.19%,$0.00004908,"$749,678.23"
184,Keep3rV1,2.04%,$368.17,"$15,657,281.56"
185,Ark,1.82%,$0.5546,"$12,389,877.91"
186,Haven Protocol,2.01%,$4.91,"$587,875.67"
187,Polymath,-0.52%,$0.119,"$9,019,515.78"
188,AdEx Network,1.29%,$0.5574,"$3,833,267.22"
189,TrustSwap,0.18%,$0.9411,"$1,854,407.23"
190,Syscoin,-0.40%,$0.1106,"$1,833,661.55"
191,Loom Network,0.73%,$0.06908,"$19,507,300.11"
192,WAX,0.28%,$0.04396,"$3,617,218.07"
193,bZx Protocol,0.89%,$0.4327,"$33,108,996.09"
194,Syntropy,-1.81%,$0.2017,"$652,934.96"
195,LTO Network,1.66%,$0.2377,"$3,581,913.30"
196,DxChain Token,-1.65%,$0.001291,"$346,390.61"
197,Hive,1.64%,$0.1566,"$3,594,910.29"
198,Hxro,1.20%,$0.2981,"$794,995.53"
199,Handshake,0.83%,$0.1666,"$3,003,906.97"
200,LBRY Credits,0.95%,$0.118,"$6,882,286.08"
14,February,2021
1,Bitcoin,-0.74%,"$48,717.29","$71,248,675,228.22"
2,Ethereum,-1.13%,"$1,805.08","$31,439,114,899.57"
3,Tether,0.01%,$1.00,"$138,353,850,761.13"
4,XRP,-1.33%,$0.5942,"$10,460,949,240.48"
5,Cardano,-2.35%,$0.8484,"$7,159,401,195.16"
6,Polkadot,-2.76%,$27.10,"$3,550,653,217.48"
7,Binance Coin,0.33%,$136.43,"$2,312,597,445.34"
8,Litecoin,-2.12%,$214.43,"$12,902,511,398.51"
9,Chainlink,-2.25%,$33.29,"$4,767,351,610.51"
10,Bitcoin Cash,-1.39%,$724.02,"$14,673,194,770.75"
11,Stellar,-1.91%,$0.5176,"$3,078,578,193.15"
12,Dogecoin,7.02%,$0.06254,"$3,984,667,628.47"
13,USD Coin,0.00%,$1.00,"$1,913,316,176.90"
14,Uniswap,-1.88%,$20.93,"$782,187,072.01"
15,Wrapped Bitcoin,-0.75%,"$48,696.93","$218,263,543.16"
16,Aave,-1.62%,$471.61,"$685,293,985.66"
17,Bitcoin SV,-2.39%,$262.40,"$2,666,456,602.82"
18,EOS,-1.79%,$5.10,"$7,686,866,014.69"
19,Monero,-1.74%,$230.70,"$1,882,616,238.18"
20,Cosmos,-0.95%,$19.24,"$1,465,793,876.45"
21,TRON,-1.45%,$0.05554,"$3,066,907,831.27"
22,Tezos,-0.55%,$4.91,"$1,174,426,403.11"
23,VeChain,-4.15%,$0.05267,"$888,985,357.00"
24,IOTA,-3.00%,$1.19,"$247,297,193.93"
25,NEM,-1.63%,$0.3696,"$195,089,521.30"
26,THETA,-2.64%,$3.19,"$237,062,732.72"
27,Neo,-1.11%,$44.45,"$2,703,631,531.52"
28,Avalanche,-0.72%,$38.58,"$472,803,312.80"
29,Synthetix,-0.80%,$25.15,"$366,318,892.75"
30,The Graph,-2.90%,$2.17,"$1,000,643,662.99"
31,Elrond,-1.05%,$154.87,"$205,186,018.39"
32,Terra,-3.29%,$5.65,"$234,014,903.59"
33,Maker,-0.87%,"$2,526.09","$175,933,474.78"
34,Filecoin,-0.63%,$47.48,"$2,295,182,846.76"
35,Huobi Token,-0.36%,$12.29,"$507,444,923.60"
36,Algorand,-1.19%,$1.47,"$958,023,564.43"
37,Dash,-2.14%,$231.92,"$3,294,365,886.91"
38,Solana,-0.77%,$8.74,"$93,500,422.71"
39,Compound,-1.28%,$472.58,"$453,592,867.77"
40,Dai,0.00%,$1.00,"$254,901,718.22"
41,Crypto.com Coin,-0.85%,$0.08911,"$146,327,950.92"
42,FTX Token,-0.80%,$20.75,"$28,065,856.08"
43,SushiSwap,-2.46%,$15.00,"$483,513,847.05"
44,Ethereum Classic,-0.64%,$16.14,"$4,709,725,460.48"
45,Binance USD,0.00%,$1.00,"$2,726,978,710.97"
46,Zcash,-2.15%,$157.33,"$2,173,645,277.72"
47,UMA,-0.91%,$28.93,"$103,634,192.33"
48,yearn.finance,-2.46%,"$43,568.69","$614,229,886.19"
49,Zilliqa,-3.54%,$0.1336,"$436,931,182.45"
50,Decred,-0.37%,$113.30,"$21,260,966.39"
51,UNUS SED LEO,0.00%,$1.38,"$18,977,528.65"
52,Celsius,0.30%,$5.71,"$8,465,705.96"
53,0x,-0.29%,$1.80,"$492,231,583.04"
54,Kusama,-0.24%,$159.02,"$162,624,887.53"
55,Waves,-1.80%,$11.88,"$391,154,786.36"
56,NEAR Protocol,-2.40%,$4.33,"$93,946,377.01"
57,BitTorrent,-1.05%,$0.001143,"$281,322,536.13"
58,Revain,-0.34%,$0.01213,"$6,693,778.96"
59,Ontology,-2.15%,$1.17,"$929,972,806.37"
60,OMG Network,-2.90%,$6.72,"$1,288,234,912.97"
61,Loopring,-1.81%,$0.7759,"$110,672,812.04"
62,Nexo,-1.01%,$1.69,"$21,929,944.95"
63,Hedera Hashgraph,-0.44%,$0.127,"$80,281,283.81"
64,Ren,-1.03%,$0.902,"$190,597,752.21"
65,renBTC,-0.71%,"$48,677.58","$61,260,176.07"
66,ICON,-4.69%,$1.47,"$159,249,652.84"
67,Voyager Token,2.80%,$3.81,"$13,135,155.75"
68,DigiByte,-2.53%,$0.06005,"$60,445,281.39"
69,Basic Attention Token,-1.10%,$0.5617,"$503,733,377.71"
70,Celo,0.84%,$4.36,"$33,302,132.63"
71,PancakeSwap,0.13%,$6.81,"$78,020,960.39"
72,SwissBorg,0.21%,$0.8277,"$6,001,085.51"
73,Nano,-0.55%,$5.85,"$83,122,568.34"
74,1inch,-2.73%,$5.29,"$362,249,719.97"
75,Qtum,-0.13%,$7.01,"$1,134,692,738.76"
76,Paxos Standard,0.16%,$1.00,"$160,804,914.84"
77,Curve DAO Token,-2.22%,$2.98,"$242,645,906.79"
78,THORChain,-2.21%,$4.00,"$52,611,341.64"
79,Ravencoin,-3.99%,$0.07308,"$517,389,268.00"
80,Siacoin,-1.04%,$0.01269,"$50,181,035.73"
81,Reserve Rights,-1.86%,$0.06253,"$505,021,775.94"
82,Horizen,-3.35%,$53.40,"$53,910,685.75"
83,OKB,-0.23%,$8.78,"$254,977,856.71"
84,HUSD,0.02%,$0.9998,"$159,712,794.88"
85,IOST,-1.57%,$0.03121,"$412,766,767.54"
86,Polygon,-1.86%,$0.1009,"$150,901,102.37"
87,Stacks,-0.97%,$0.6701,"$13,181,064.92"
88,Quant,-0.29%,$40.61,"$11,073,840.86"
89,HedgeTrade,5.80%,$1.39,"$144,583.54"
90,Lisk,0.32%,$3.79,"$340,903,595.68"
91,Decentraland,-2.26%,$0.312,"$208,735,625.36"
92,Enjin Coin,-1.14%,$0.5493,"$96,953,971.11"
93,Energy Web Token,-2.70%,$15.28,"$6,696,179.64"
94,Bitcoin Gold,7.54%,$26.29,"$305,645,344.65"
95,Ocean Protocol,-1.06%,$1.08,"$105,277,275.34"
96,Bancor,-0.96%,$3.54,"$126,154,543.49"
97,Kyber Network,-1.27%,$2.13,"$167,932,036.38"
98,Fantom,-2.78%,$0.1698,"$38,739,937.05"
99,Bitcoin BEP2,-0.93%,"$48,530.12","$25,615,001.59"
100,Verge,-2.09%,$0.02601,"$43,815,964.25"
101,TerraUSD,-0.07%,$1.00,"$21,861,459.29"
102,Flow (Dapper Labs),1.61%,$17.77,"$10,945,868.17"
103,Venus,4.09%,$50.42,"$189,699,178.13"
104,Augur,-1.13%,$33.57,"$215,187,095.75"
105,Status,-1.53%,$0.1026,"$101,881,382.05"
106,Band Protocol,-3.55%,$16.96,"$397,907,948.00"
107,TrueUSD,-0.01%,$0.9999,"$129,473,370.58"
108,Harmony,1.45%,$0.03571,"$192,040,554.35"
109,Helium,-0.38%,$4.61,"$10,753,145.88"
110,Ampleforth,-1.88%,$0.992,"$38,370,365.37"
111,Balancer,-1.24%,$44.11,"$213,222,097.33"
112,Civic,-1.72%,$0.4517,"$254,923,340.43"
113,Polkastarter,-6.85%,$5.14,"$107,504,555.63"
114,NuCypher,-1.97%,$0.7442,"$77,448,984.78"
115,Theta Fuel,3.82%,$0.05727,"$17,245,616.26"
116,Alpha Finance Lab,0.57%,$1.70,"$160,667,572.30"
117,Kava.io,-2.25%,$4.67,"$111,904,725.70"
118,Nervos Network,1.51%,$0.01124,"$28,709,122.03"
119,Bitcoin Diamond,7.22%,$1.40,"$53,021,320.67"
120,Aragon,-0.18%,$6.55,"$79,068,121.31"
121,Stratis,12.75%,$2.07,"$262,624,974.82"
122,FunFair,-2.51%,$0.03766,"$7,546,774.13"
123,IoTeX,-4.03%,$0.02542,"$42,262,914.28"
124,Golem,1.88%,$0.2362,"$11,306,676.67"
125,Orchid,3.01%,$0.6335,"$66,508,083.52"
126,Injective Protocol,-3.73%,$14.94,"$51,174,737.70"
127,Arweave,-0.16%,$6.89,"$8,813,914.96"
128,Storj,5.05%,$0.9074,"$178,993,995.68"
129,Pundi X,-0.84%,$0.0009521,"$43,348,494.86"
130,VeThor Token,-5.64%,$0.00672,"$97,353,347.56"
131,Utrust,4.12%,$0.4875,"$28,633,841.70"
132,Holo,-2.16%,$0.001285,"$34,847,564.41"
133,BitShares,-2.77%,$0.07015,"$52,453,191.12"
134,Gnosis,-0.36%,$151.16,"$966,712.01"
135,Numeraire,-0.40%,$44.26,"$36,800,971.15"
136,KuCoin Token,-0.44%,$2.50,"$19,005,612.78"
137,RSK Infrastructure Framework,-1.05%,$0.2841,"$11,063,410.03"
138,Swipe,-4.26%,$2.31,"$440,758,508.76"
139,SingularityNET,-0.39%,$0.234,"$11,978,518.55"
140,saffron.finance,-4.03%,"$2,444.83","$8,827,373.63"
141,Serum,-2.89%,$3.87,"$154,183,863.38"
142,district0x,-0.97%,$0.3167,"$63,818,062.16"
143,Telcoin,0.89%,$0.003747,"$3,336,961.39"
144,Chiliz,-0.90%,$0.03486,"$70,875,919.60"
145,iExec RLC,-2.64%,$2.31,"$45,930,948.86"
146,Fetch.ai,-1.19%,$0.2486,"$30,136,793.27"
147,MaidSafeCoin,-0.59%,$0.4065,"$1,354,081.53"
148,ReddCoin,2.82%,$0.006466,"$6,557,384.15"
149,Ankr,-2.34%,$0.0269,"$116,384,025.09"
150,TomoChain,-2.42%,$2.17,"$48,169,493.21"
151,ZB Token,-1.02%,$0.379,"$19,039,031.63"
152,Hifi Finance,-0.85%,$0.01733,"$27,797,049.27"
153,Bytom,-1.85%,$0.1218,"$91,566,701.59"
154,Vai,0.03%,$1.00,"$7,551,477.39"
155,MonaCoin,-1.95%,$2.45,"$31,546,120.17"
156,Komodo,-1.48%,$1.29,"$34,691,647.31"
157,Secret,-1.01%,$2.27,"$3,330,342.63"
158,ABBC Coin,-0.56%,$0.1913,"$48,394,991.22"
159,Oasis Network,-4.35%,$0.1023,"$20,421,293.62"
160,Badger DAO,-1.58%,$66.59,"$55,925,754.17"
161,Steem,-0.57%,$0.3736,"$22,387,907.03"
162,Wanchain,-1.71%,$0.8725,"$16,222,888.43"
163,Electroneum,-3.78%,$0.01423,"$4,782,525.92"
164,OriginTrail,-4.61%,$0.4173,"$2,144,295.03"
165,Reef,-3.52%,$0.0463,"$294,287,724.36"
166,Akropolis,-0.52%,$0.0531,"$48,514,611.99"
167,aelf,-0.61%,$0.2465,"$36,503,963.39"
168,Kin,4.35%,$0.00008453,"$2,112,689.85"
169,Ardor,-0.90%,$0.1324,"$14,047,168.72"
170,Morpheus.Network,2.41%,$2.80,"$3,451,776.43"
171,Dent,1.47%,$0.001424,"$15,474,929.52"
172,PAX Gold,-0.51%,"$1,844.08","$5,280,232.35"
173,Unibright,2.03%,$0.8103,"$3,882,999.36"
174,Haven Protocol,-1.89%,$8.15,"$1,089,734.66"
175,Celer Network,1.22%,$0.022,"$33,878,195.70"
176,CyberVein,-0.07%,$0.1093,"$3,116,012.72"
177,DFI.Money,-3.66%,"$2,967.17","$213,461,744.33"
178,JUST,-2.30%,$0.04948,"$55,615,243.30"
179,IRISnet,-1.71%,$0.1167,"$19,007,802.57"
180,Polymath,-0.56%,$0.1901,"$13,587,929.57"
181,Syntropy,-0.63%,$0.335,"$1,192,272.53"
182,bZx Protocol,-2.42%,$0.6903,"$44,209,310.16"
183,Gemini Dollar,0.04%,$0.9922,"$8,714,483.68"
184,Loom Network,-1.19%,$0.109,"$36,484,676.89"
185,Hive,-4.89%,$0.2469,"$19,551,011.45"
186,Energi,-2.85%,$2.78,"$6,910,086.97"
187,Travala.com,0.68%,$2.24,"$16,034,312.69"
188,Ark,1.39%,$0.835,"$42,144,313.38"
189,LTO Network,-1.01%,$0.3703,"$17,118,555.00"
190,xDai,-1.49%,$24.15,"$4,702,620.82"
191,Populous,0.25%,$1.85,"$5,873,015.79"
