03,January,2021
rank,name,perc1hour,price,volume
57,Bancor,1.94%,$8.45,"$346,467,247.11"
58,Bitcoin BEP2,0.72%,"$50,688.97","$23,241,046.54"
59,UMA,1.34%,$22.28,"$33,319,054.72"
60,BitTorrent,0.89%,$0.001253,"$275,738,203.20"
61,Nexo,0.97%,$2.18,"$7,112,424.23"
62,Celsius,0.33%,$5.03,"$5,659,094.81"
63,Ren,2.50%,$1.18,"$161,213,104.72"
64,Enjin Coin,3.05%,$1.41,"$809,572,034.81"
65,ICON,1.47%,$1.98,"$731,733,741.30"
66,Hedera Hashgraph,0.42%,$0.1527,"$98,301,602.20"
67,Fantom,1.15%,$0.4452,"$125,039,131.71"
68,0x,2.30%,$1.42,"$160,884,652.95"
69,SwissBorg,0.92%,$1.15,"$9,212,431.24"
70,Waves,0.94%,$10.12,"$69,077,309.09"
71,Polygon,0.70%,$0.2122,"$127,461,429.77"
72,OKB,1.98%,$17.49,"$216,122,058.17"
73,Revain,0.06%,$0.01234,"$3,334,839.51"
74,Basic Attention Token,1.39%,$0.6943,"$329,505,088.18"
75,Stacks,0.05%,$1.20,"$24,381,720.39"
76,Ontology,1.37%,$1.05,"$257,890,616.46"
77,Flow,1.60%,$34.22,"$50,992,358.81"
78,TerraUSD,-0.09%,$1.00,"$25,059,227.31"
79,DigiByte,0.42%,$0.0552,"$38,289,579.63"
80,Theta Fuel,1.08%,$0.1471,"$25,403,148.61"
81,renBTC,1.31%,"$51,110.00","$213,427,287.67"
82,IOST,0.22%,$0.04542,"$232,134,298.25"
83,OMG Network,1.29%,$5.12,"$335,051,441.10"
84,Celo,1.31%,$3.88,"$12,134,851.60"
85,Chiliz,-1.30%,$0.1286,"$887,045,749.60"
86,Loopring,1.35%,$0.5708,"$43,069,689.43"
87,Reserve Rights,-0.33%,$0.07441,"$361,872,563.16"
88,Nano,0.56%,$5.21,"$26,578,638.03"
89,Paxos Standard,-0.45%,$0.9985,"$53,412,689.91"
90,HUSD,-0.04%,$0.9998,"$1,211,483,159.14"
91,Decentraland,3.02%,$0.403,"$215,706,426.42"
92,Qtum,1.14%,$6.34,"$350,113,059.00"
93,Ocean Protocol,0.87%,$1.49,"$389,402,687.11"
94,1inch,2.72%,$3.98,"$128,557,043.89"
95,ZKSwap,-3.01%,$2.82,"$156,978,024.86"
96,Horizen,1.43%,$50.33,"$43,361,846.15"
97,Curve DAO Token,0.78%,$2.23,"$159,980,498.77"
98,Siacoin,0.67%,$0.01095,"$13,722,089.18"
99,Bitcoin Gold,0.58%,$29.09,"$46,198,112.65"
100,Holo,-0.09%,$0.003049,"$94,635,563.15"
101,Pundi X,0.95%,$0.002059,"$51,665,852.66"
102,Energy Web Token,0.49%,$16.00,"$3,700,729.99"
103,Arweave,2.98%,$13.50,"$13,398,236.73"
104,Quant,2.36%,$36.29,"$8,305,700.26"
105,Reef,1.43%,$0.03821,"$69,702,640.05"
106,Golem,1.30%,$0.4319,"$20,282,852.65"
107,Kyber Network,0.94%,$2.07,"$58,519,334.94"
108,DODO,1.82%,$4.21,"$32,563,970.88"
109,Lisk,1.72%,$3.24,"$16,795,843.48"
110,HedgeTrade,1.10%,$1.12,"$51,077.22"
111,Badger DAO,2.27%,$51.56,"$48,510,194.58"
112,KuCoin Token,1.57%,$4.71,"$16,966,365.94"
113,Verge,1.18%,$0.02217,"$13,765,757.78"
114,Venus,2.15%,$39.44,"$10,814,685.22"
115,Harmony,0.55%,$0.03707,"$47,193,988.53"
116,Augur,1.09%,$30.62,"$22,001,080.46"
117,Helium,0.79%,$4.29,"$4,515,337.01"
118,Status,1.69%,$0.08906,"$15,529,200.95"
119,Balancer,1.86%,$43.55,"$126,415,097.85"
120,TrustSwap,1.28%,$3.82,"$9,066,321.44"
121,Serum,2.01%,$6.02,"$416,040,811.26"
122,Ampleforth,1.79%,$1.02,"$11,599,351.77"
123,TrueUSD,0.06%,$0.9998,"$75,212,910.76"
124,Alpha Finance Lab,2.37%,$1.69,"$69,608,351.47"
125,Fetch.ai,-3.13%,$0.3735,"$23,455,025.46"
126,Band Protocol,1.57%,$13.43,"$107,817,404.37"
127,NuCypher,0.98%,$0.6843,"$20,050,671.36"
128,Civic,0.32%,$0.4011,"$43,417,112.18"
129,Nervos Network,0.73%,$0.01088,"$13,961,393.54"
130,IoTeX,0.64%,$0.02706,"$28,642,020.44"
131,Polymath,0.69%,$0.4265,"$8,009,173.05"
132,Polkastarter,2.41%,$4.19,"$64,421,053.11"
133,Kava.io,0.56%,$4.21,"$49,490,698.56"
134,Ankr,1.29%,$0.03549,"$89,220,604.35"
135,Swipe,1.43%,$2.59,"$286,308,732.55"
136,TomoChain,1.15%,$2.79,"$255,920,272.02"
137,COTI,3.27%,$0.3253,"$150,592,332.89"
138,FunFair,1.35%,$0.03317,"$4,989,163.79"
139,saffron.finance,5.09%,"$2,619.16","$14,238,760.43"
140,Gnosis,0.86%,$138.30,"$970,648.61"
141,Secret,2.92%,$2.95,"$657,485.29"
142,Ardor,2.18%,$0.2057,"$9,544,008.16"
143,MaidSafeCoin,1.72%,$0.4518,"$1,266,265.59"
144,Aragon,0.92%,$5.05,"$25,986,439.11"
145,RSK Infrastructure Framework,0.83%,$0.2833,"$5,003,407.25"
146,Sora,3.75%,$566.28,"$1,358,985.80"
147,Stratis,-0.99%,$1.53,"$11,112,827.11"
148,VeThor Token,1.20%,$0.005962,"$26,987,096.95"
149,Bitcoin Diamond,0.62%,$1.05,"$2,360,468.91"
150,Injective Protocol,2.60%,$12.19,"$25,133,871.69"
151,ZB Token,0.98%,$0.414,"$12,562,116.18"
152,WAX,2.47%,$0.1249,"$8,695,227.28"
153,Komodo,1.43%,$1.50,"$7,924,112.15"
154,Numeraire,-0.57%,$39.61,"$9,423,345.31"
155,Bitcoin Standard Hashrate Token,1.26%,$319.19,"$15,295,145.65"
156,Orchid,2.49%,$0.5014,"$22,131,135.10"
157,Utrust,1.50%,$0.4084,"$15,972,905.27"
158,Oasis Network,-0.45%,$0.1211,"$14,731,288.70"
159,Telcoin,0.76%,$0.003555,"$1,907,579.01"
160,OriginTrail,-0.77%,$0.5205,"$1,933,332.23"
161,Ark,1.05%,$1.42,"$13,556,125.91"
162,Storj,0.84%,$0.6948,"$18,932,754.67"
163,Steem,0.98%,$0.4678,"$28,803,509.25"
164,Unibright,1.50%,$1.15,"$3,236,551.97"
165,Litentry,2.94%,$9.23,"$60,711,477.46"
166,SingularityNET,-0.87%,$0.1946,"$1,898,820.45"
167,BitShares,1.09%,$0.05559,"$20,585,614.49"
168,ABBC Coin,1.08%,$0.2017,"$44,289,489.75"
169,Hifi Finance,2.09%,$0.01615,"$28,779,365.34"
170,Populous,-2.57%,$3.03,"$74,237,965.72"
171,aelf,1.00%,$0.2953,"$26,108,827.31"
172,district0x,1.35%,$0.2625,"$10,748,797.62"
173,Origin Protocol,-2.50%,$0.5916,"$105,206,924.41"
174,LTO Network,-4.27%,$0.5557,"$56,513,950.08"
175,iExec RLC,4.64%,$1.93,"$15,034,984.40"
176,BORA,0.44%,$0.1843,"$107,039,279.58"
177,Dent,0.43%,$0.001681,"$6,406,641.37"
178,Celer Network,0.78%,$0.02803,"$26,715,844.19"
179,Vai,0.07%,$0.9872,"$6,225,076.13"
180,Wanchain,0.42%,$0.8623,"$9,926,114.72"
181,Power Ledger,1.46%,$0.3289,"$80,258,803.98"
182,Haven Protocol,0.22%,$10.04,"$1,789,233.88"
183,Kin,0.61%,$0.00009015,"$405,234.71"
184,Travala.com,1.10%,$2.63,"$5,891,418.12"
185,Syntropy,-1.73%,$0.404,"$1,622,471.46"
186,CyberVein,-0.24%,$0.1239,"$3,171,442.95"
187,Divi,4.12%,$0.0598,"$664,152.53"
188,JUST,1.46%,$0.05749,"$160,296,270.12"
189,Loom Network,0.47%,$0.1353,"$20,436,637.79"
190,MonaCoin,0.37%,$1.96,"$4,980,092.35"
191,PAX Gold,0.06%,"$1,720.87","$5,720,145.28"
192,Hive,0.89%,$0.314,"$23,544,798.28"
193,Bytom,2.15%,$0.08674,"$34,842,530.73"
194,ReddCoin,-3.52%,$0.004081,"$2,056,931.63"
195,Syscoin,0.60%,$0.1974,"$13,628,510.26"
196,Gemini Dollar,-0.53%,$0.9916,"$9,219,327.71"
197,Unifi Protocol DAO,0.79%,$34.31,"$25,709,234.68"
198,GateToken,2.42%,$1.49,"$3,061,420.64"
199,Gas,1.95%,$11.23,"$18,176,322.28"
200,IRISnet,0.97%,$0.113,"$9,945,448.80"
14,March,2021
1,Bitcoin,-1.55%,"$59,302.32","$43,901,225,563.85"
2,Ethereum,-1.45%,"$1,854.56","$19,344,589,210.88"
3,Binance Coin,-1.52%,$264.64,"$2,044,273,969.56"
4,Tether,-0.03%,$0.9998,"$83,527,066,354.32"
5,Cardano,-1.54%,$1.06,"$3,738,147,940.13"
6,Polkadot,-1.24%,$36.58,"$1,640,191,647.25"
7,XRP,-0.96%,$0.4421,"$2,509,435,799.58"
8,Uniswap,-1.50%,$30.80,"$558,846,418.29"
9,Litecoin,-1.61%,$215.30,"$4,537,627,843.79"
10,Chainlink,-1.79%,$28.79,"$1,062,176,148.81"
11,Bitcoin Cash,-2.30%,$557.76,"$3,841,351,549.29"
12,USD Coin,-0.01%,$0.9999,"$1,544,999,694.55"
13,Stellar,-1.53%,$0.3915,"$788,965,241.17"
14,Wrapped Bitcoin,-1.29%,"$59,399.41","$89,181,343.82"
15,Dogecoin,-1.47%,$0.05859,"$2,752,132,529.68"
16,THETA,-1.44%,$7.39,"$595,530,051.66"
17,Terra,-1.37%,$15.87,"$787,898,017.13"
18,Aave,-2.62%,$381.08,"$381,409,955.94"
19,Crypto.com Coin,-0.52%,$0.186,"$166,166,656.02"
20,VeChain,-0.76%,$0.06663,"$608,847,066.05"
21,Monero,-2.11%,$233.18,"$610,191,651.66"
22,FTX Token,-1.80%,$41.75,"$122,524,996.95"
23,Cosmos,-2.23%,$18.55,"$346,186,682.50"
24,Solana,-2.33%,$14.51,"$90,232,803.50"
25,Avalanche,-2.22%,$29.06,"$312,497,648.67"
26,EOS,-1.93%,$3.97,"$2,507,425,905.39"
27,Bitcoin SV,-2.17%,$200.49,"$1,232,085,584.16"
28,IOTA,-1.76%,$1.31,"$68,673,781.35"
29,TRON,-1.55%,$0.0513,"$1,468,032,008.89"
30,Chiliz,-0.65%,$0.6588,"$4,699,358,266.99"
31,Binance USD,-0.04%,$0.9998,"$3,265,374,452.81"
32,Filecoin,-3.17%,$54.54,"$2,334,194,124.98"
33,NEM,-1.84%,$0.332,"$320,702,965.34"
34,Tezos,-1.75%,$3.97,"$306,551,112.71"
35,Algorand,-2.70%,$1.13,"$404,746,122.68"
36,Neo,-1.81%,$39.81,"$684,113,857.42"
37,Huobi Token,-1.53%,$14.87,"$642,064,424.21"
38,Dai,-0.04%,$1.00,"$243,692,915.73"
39,Hedera Hashgraph,-0.91%,$0.3669,"$1,146,569,064.60"
40,SushiSwap,-2.88%,$20.79,"$654,693,134.57"
41,Kusama,-1.24%,$301.54,"$158,412,788.11"
42,Dash,-2.43%,$232.74,"$980,555,581.76"
43,Elrond,-2.42%,$132.35,"$94,154,168.89"
44,Synthetix,-1.82%,$19.54,"$97,739,540.76"
45,Decred,-0.62%,$176.88,"$30,368,666.95"
46,The Graph,-0.81%,$1.74,"$217,521,193.56"
47,NEAR Protocol,-1.92%,$6.63,"$145,261,944.87"
48,Maker,-1.86%,"$2,057.50","$89,257,573.73"
49,Compound,-2.18%,$439.60,"$159,644,902.50"
50,UNUS SED LEO,-0.84%,$2.00,"$2,773,690.89"
51,Enjin Coin,-5.48%,$2.36,"$1,288,000,168.90"
52,Theta Fuel,-1.34%,$0.3777,"$275,437,945.12"
53,Polygon,-3.44%,$0.3829,"$538,225,586.44"
54,Zilliqa,-2.81%,$0.1649,"$309,128,041.13"
55,BitTorrent,-4.01%,$0.001705,"$936,470,095.39"
56,Zcash,-1.83%,$144.92,"$474,526,146.07"
57,Decentraland,-2.96%,$1.02,"$2,484,601,137.57"
58,Ravencoin,-1.16%,$0.1805,"$149,912,714.70"
59,Bitcoin BEP2,-0.36%,"$59,544.07","$21,198,833.01"
60,Ethereum Classic,-2.64%,$12.78,"$1,134,554,616.92"
61,PancakeSwap,-1.04%,$10.99,"$156,147,405.20"
62,Nexo,-0.87%,$2.57,"$6,246,629.43"
63,UMA,-0.18%,$24.23,"$44,361,198.53"
64,THORChain,-1.45%,$5.58,"$43,098,475.48"
65,yearn.finance,-2.09%,"$35,941.81","$234,483,181.64"
66,SwissBorg,-2.11%,$1.33,"$12,555,379.83"
67,Bancor,-1.62%,$7.88,"$79,553,902.96"
68,Holo,-2.09%,$0.007334,"$1,498,954,110.22"
69,Celsius,-0.32%,$5.01,"$7,831,833.46"
70,Basic Attention Token,-1.88%,$0.7703,"$372,386,693.36"
71,Ren,-2.28%,$1.11,"$104,301,668.21"
72,Flow,-1.30%,$36.30,"$69,560,228.81"
73,Voyager Token,-1.29%,$4.95,"$15,366,295.79"
74,Revain,-0.14%,$0.01231,"$5,753,090.23"
75,ICON,-1.72%,$1.76,"$73,601,263.24"
76,TerraUSD,-0.12%,$1.00,"$36,573,440.19"
77,Waves,-1.47%,$9.83,"$69,938,005.34"
78,0x,-2.15%,$1.33,"$127,097,149.03"
79,Fantom,-3.21%,$0.3909,"$85,770,473.58"
80,OKB,-1.31%,$15.73,"$180,036,501.47"
81,Reserve Rights,-2.93%,$0.06852,"$145,922,717.56"
82,Pundi X,-0.87%,$0.003809,"$1,053,533,933.87"
83,Ontology,-2.63%,$1.07,"$287,773,605.58"
84,Stacks,-1.67%,$1.15,"$19,333,811.85"
85,DigiByte,-1.38%,$0.05908,"$57,975,695.99"
86,renBTC,-1.29%,"$59,454.42","$1,632,568.84"
87,Harmony,0.41%,$0.08207,"$474,625,649.60"
88,Paxos Standard,0.33%,$1.00,"$56,205,365.73"
89,IOST,-0.76%,$0.04415,"$264,823,463.56"
90,OMG Network,-2.16%,$5.12,"$329,229,742.46"
91,Celo,0.32%,$3.86,"$12,490,206.96"
92,Nano,-2.23%,$5.05,"$29,459,632.42"
93,Siacoin,-3.05%,$0.01417,"$169,186,774.39"
94,Loopring,-1.78%,$0.5431,"$46,816,092.74"
95,Ocean Protocol,-4.48%,$1.49,"$123,439,728.29"
96,Bitcoin Gold,-1.70%,$33.12,"$84,427,170.12"
97,Horizen,-4.03%,$53.26,"$67,873,647.97"
98,Qtum,-2.10%,$5.87,"$267,674,922.61"
99,Reef,-1.79%,$0.0499,"$197,246,874.72"
100,1inch,-2.46%,$3.86,"$101,107,288.11"
101,HUSD,0.04%,$1.00,"$928,411,019.10"
102,SKALE Network,-4.02%,$0.825,"$199,665,638.65"
103,Curve DAO Token,-3.22%,$2.12,"$127,365,052.38"
104,Fetch.ai,2.02%,$0.6904,"$136,583,145.22"
105,Arweave,-0.56%,$14.85,"$8,968,644.46"
106,Helium,-3.07%,$6.53,"$20,571,934.21"
107,Golem,-2.80%,$0.4807,"$35,326,536.62"
108,Ankr,-2.09%,$0.06868,"$349,238,970.62"
109,IoTeX,-3.32%,$0.04968,"$262,458,499.88"
110,ZKSwap,-1.67%,$2.38,"$78,070,150.69"
111,Quant,-0.90%,$37.75,"$8,031,903.64"
112,Verge,-0.61%,$0.02782,"$48,317,250.29"
113,Energy Web Token,-0.36%,$14.92,"$2,975,462.75"
114,Kyber Network,-1.73%,$2.18,"$64,871,986.80"
115,Lisk,-0.86%,$3.46,"$66,694,481.27"
116,WAX,-1.78%,$0.2801,"$101,304,196.25"
117,DODO,-3.70%,$4.10,"$78,508,429.73"
118,Venus,-0.59%,$46.05,"$59,989,145.77"
119,KuCoin Token,-0.98%,$4.81,"$15,099,880.60"
120,Telcoin,-4.38%,$0.007502,"$14,957,225.46"
121,Nervos Network,-1.47%,$0.01588,"$32,333,230.03"
122,Alpha Finance Lab,-2.59%,$1.52,"$52,442,229.86"
123,Balancer,-1.69%,$51.56,"$243,109,400.88"
124,Badger DAO,-0.84%,$47.02,"$35,032,568.00"
125,Status,-2.41%,$0.1012,"$89,046,244.33"
126,Augur,0.46%,$30.70,"$34,394,027.68"
127,Oasis Network,-2.29%,$0.2255,"$102,956,316.31"
128,Kava.io,-2.27%,$5.62,"$107,787,000.22"
129,Dent,0.33%,$0.003463,"$59,297,966.05"
130,Serum,-3.87%,$6.26,"$242,561,560.30"
131,Polkastarter,-1.58%,$5.25,"$92,128,541.70"
132,Civic,-1.80%,$0.4561,"$107,482,629.86"
133,Orbs,-8.18%,$0.1375,"$326,165,087.93"
134,Celer Network,-1.42%,$0.05546,"$144,117,303.44"
135,Polymath,-1.24%,$0.5088,"$69,396,642.34"
136,TrueUSD,0.06%,$0.9996,"$91,468,491.42"
137,Utrust,-3.00%,$0.6733,"$37,009,179.76"
138,Band Protocol,-2.96%,$13.43,"$97,389,147.53"
139,MaidSafeCoin,-1.40%,$0.6025,"$1,434,236.68"
140,Ampleforth,-0.29%,$0.9459,"$5,933,174.09"
141,Swipe,-4.03%,$3.08,"$531,186,298.18"
142,OriginTrail,3.14%,$0.7671,"$3,282,095.63"
143,VeThor Token,1.73%,$0.008064,"$84,761,764.02"
144,Ardor,-1.25%,$0.2589,"$57,316,741.95"
145,BORA,-0.33%,$0.2965,"$210,389,329.90"
146,BitShares,-3.90%,$0.08448,"$94,071,618.93"
147,NuCypher,0.34%,$0.608,"$22,221,172.95"
148,RSK Infrastructure Framework,-0.47%,$0.3367,"$10,172,145.09"
149,COTI,-2.79%,$0.3521,"$152,026,277.94"
150,TrustSwap,-0.18%,$2.90,"$5,504,632.45"
151,Orchid,-6.05%,$0.6278,"$53,043,517.39"
152,Aragon,0.74%,$5.87,"$41,451,519.75"
153,SingularityNET,-2.69%,$0.2716,"$6,411,522.16"
154,Gnosis,-2.62%,$149.14,"$253,921.70"
155,Chromia,-3.12%,$0.5136,"$307,850,508.73"
156,Bitcoin Standard Hashrate Token,-2.34%,$374.57,"$63,234,522.84"
157,Storj,-2.81%,$0.8476,"$81,595,698.15"
158,QuarkChain,-4.33%,$0.03408,"$109,005,205.84"
159,TomoChain,-2.41%,$2.53,"$36,094,989.20"
160,FunFair,-1.13%,$0.03195,"$5,359,578.99"
161,Bitcoin Diamond,-1.63%,$1.12,"$3,345,179.00"
162,Secret,-1.72%,$3.01,"$4,744,553.20"
163,Litentry,-5.33%,$11.00,"$121,291,555.70"
164,Numeraire,-0.51%,$41.68,"$17,133,818.06"
165,Travala.com,-2.50%,$3.88,"$17,360,330.16"
166,StormX,-6.24%,$0.02184,"$220,445,960.06"
167,ZB Token,0.24%,$0.4184,"$13,208,913.52"
168,Haven Protocol,-1.22%,$13.78,"$1,376,890.78"
169,MVL,-6.15%,$0.01668,"$66,615,246.07"
170,Origin Protocol,-2.21%,$0.7408,"$59,653,086.03"
171,Ultra,0.59%,$0.6774,"$5,242,119.10"
172,Sora,-1.33%,$538.96,"$260,727.13"
173,Ark,-0.32%,$1.48,"$19,800,967.46"
174,Hifi Finance,-2.01%,$0.01857,"$72,247,194.93"
175,Stratis,-0.51%,$1.44,"$4,644,353.25"
176,Injective Protocol,-1.67%,$11.66,"$27,734,133.71"
177,Unibright,-1.00%,$1.21,"$4,157,872.63"
178,Komodo,0.22%,$1.47,"$11,090,990.49"
179,iExec RLC,-3.16%,$2.23,"$11,934,099.09"
180,Steem,-0.88%,$0.4793,"$16,893,614.48"
181,aelf,-0.15%,$0.3309,"$46,725,748.68"
182,Wanchain,-1.88%,$1.05,"$12,093,934.06"
183,Phala Network,-1.55%,$1.00,"$60,378,553.45"
184,district0x,-2.92%,$0.2955,"$40,461,484.04"
185,Syntropy,-0.90%,$0.5196,"$2,010,287.95"
186,Vai,-0.28%,$0.9436,"$4,461,726.06"
187,Velas,1.50%,$0.07605,"$3,630,975.32"
188,Loom Network,-0.96%,$0.1714,"$51,744,595.21"
189,JUST,0.11%,$0.07158,"$305,950,575.60"
190,IRISnet,0.02%,$0.1664,"$22,893,432.22"
191,Power Ledger,-1.27%,$0.372,"$10,745,932.69"
192,CyberVein,-0.81%,$0.1488,"$4,172,851.45"
193,Kin,-0.83%,$0.0001018,"$743,835.30"
194,Hive,-3.57%,$0.3948,"$21,738,287.51"
195,Syscoin,-1.59%,$0.2504,"$8,395,122.84"
196,Metadium,9.92%,$0.1188,"$120,214,998.19"
197,Akropolis,-4.35%,$0.05544,"$69,643,831.52"
198,saffron.finance,-1.02%,"$1,864.12","$7,266,046.47"
199,Everipedia,-3.97%,$0.0143,"$71,608,456.07"
200,Populous,-0.56%,$2.71,"$15,106,634.10"
21,March,2021
1,Bitcoin,-0.46%,"$57,523.42","$51,943,414,539.37"
2,Ethereum,-0.52%,"$1,788.22","$22,977,404,620.40"
3,Binance Coin,-0.04%,$264.89,"$1,718,563,710.98"
4,Tether,0.01%,$1.00,"$75,434,025,575.31"
5,Cardano,-0.56%,$1.19,"$4,064,084,726.69"
6,Polkadot,-0.04%,$36.79,"$1,930,244,844.86"
7,XRP,-0.66%,$0.5198,"$5,539,749,484.47"
8,Uniswap,-0.75%,$32.68,"$488,482,019.00"
9,Litecoin,-0.45%,$196.43,"$2,758,761,603.78"
10,Chainlink,-0.42%,$29.27,"$969,809,465.23"
11,USD Coin,0.04%,$1.00,"$1,265,098,605.69"
12,Bitcoin Cash,-0.16%,$526.56,"$1,943,933,987.36"
13,THETA,-0.68%,$9.60,"$537,971,134.60"
14,Stellar,-0.83%,$0.405,"$1,202,061,272.90"
15,Terra,-0.84%,$21.98,"$590,731,034.72"
16,Wrapped Bitcoin,-0.56%,"$57,493.49","$114,036,236.95"
17,Dogecoin,-1.11%,$0.05723,"$759,592,995.98"
18,VeChain,1.15%,$0.0941,"$1,308,218,691.94"
19,Crypto.com Coin,-0.90%,$0.2225,"$251,049,511.55"
20,Filecoin,-0.82%,$81.00,"$1,042,404,615.88"
21,Aave,0.08%,$370.15,"$174,671,074.92"
22,TRON,0.14%,$0.0633,"$2,696,917,320.86"
23,Cosmos,-0.82%,$20.51,"$500,747,504.14"
24,Avalanche,0.08%,$32.81,"$328,942,185.18"
25,Monero,-1.30%,$233.21,"$534,299,988.50"
26,IOTA,1.26%,$1.43,"$115,996,901.57"
27,EOS,-0.48%,$4.17,"$1,967,888,878.28"
28,Solana,0.69%,$14.33,"$64,229,338.03"
29,Bitcoin SV,0.46%,$202.24,"$703,968,706.16"
30,FTX Token,-0.36%,$39.55,"$51,098,258.24"
31,BitTorrent,0.47%,$0.003629,"$2,806,421,653.10"
32,Kusama,-1.28%,$400.34,"$277,589,958.23"
33,Binance USD,0.02%,$1.00,"$2,724,515,184.05"
34,NEM,1.75%,$0.3727,"$238,258,991.94"
35,Tezos,-0.68%,$4.18,"$332,015,093.32"
36,Chiliz,-0.91%,$0.5543,"$1,231,258,651.91"
37,Algorand,-0.49%,$1.18,"$278,155,215.12"
38,Neo,0.48%,$42.54,"$628,815,377.58"
39,Dai,-0.12%,$1.00,"$205,061,219.97"
40,Hedera Hashgraph,-0.88%,$0.3441,"$261,376,908.95"
41,Huobi Token,-0.57%,$13.92,"$360,056,972.79"
42,SushiSwap,-0.77%,$18.87,"$356,496,278.43"
43,Elrond,0.06%,$138.43,"$59,693,651.61"
44,Synthetix,-0.74%,$19.57,"$88,558,617.92"
45,Dash,0.24%,$221.16,"$645,971,747.49"
46,The Graph,0.18%,$1.70,"$215,059,460.39"
47,UNUS SED LEO,-0.40%,$2.12,"$2,852,567.13"
48,Decred,-0.16%,$166.08,"$23,239,158.30"
49,Maker,-0.01%,"$2,103.98","$74,760,852.63"
50,Enjin Coin,0.55%,$2.45,"$518,473,434.67"
51,NEAR Protocol,-0.10%,$6.05,"$81,791,868.27"
52,Zilliqa,0.11%,$0.1752,"$177,620,897.09"
53,Polygon,-0.19%,$0.3811,"$233,175,577.53"
54,Compound,-0.35%,$404.66,"$184,990,621.78"
55,Ravencoin,0.10%,$0.2156,"$474,364,900.46"
56,Pundi X,0.27%,$0.007519,"$1,213,514,746.86"
57,Theta Fuel,-2.86%,$0.3347,"$94,811,435.18"
58,Zcash,-0.27%,$148.54,"$327,001,394.75"
59,Basic Attention Token,0.94%,$1.12,"$484,665,188.88"
60,Harmony,4.02%,$0.1765,"$1,070,447,496.26"
61,Decentraland,1.84%,$0.9862,"$401,572,846.78"
62,Nexo,-1.07%,$2.70,"$9,204,629.35"
63,UMA,-0.29%,$25.26,"$37,551,559.76"
64,Bitcoin BEP2,-0.42%,"$57,728.37","$18,657,787.83"
65,Ethereum Classic,0.02%,$12.00,"$772,462,920.99"
66,PancakeSwap,1.36%,$10.14,"$99,309,371.18"
67,Stacks,0.24%,$1.28,"$21,577,899.68"
68,TerraUSD,0.07%,$1.00,"$50,189,951.13"
69,Bancor,-0.85%,$8.04,"$70,814,142.57"
70,THORChain,-0.27%,$5.63,"$26,930,217.36"
71,Holo,-3.02%,$0.00788,"$325,739,064.69"
72,SwissBorg,-0.98%,$1.31,"$11,591,738.72"
73,yearn.finance,-0.64%,"$35,430.40","$194,747,546.27"
74,Reserve Rights,-0.79%,$0.09491,"$333,738,646.09"
75,Siacoin,0.56%,$0.02519,"$225,277,218.97"
76,Celsius,-1.28%,$4.97,"$3,846,037.21"
77,ICON,-0.18%,$1.95,"$88,014,018.27"
78,0x,-0.59%,$1.46,"$185,181,206.51"
79,Fantom,3.66%,$0.427,"$88,082,280.53"
80,Ren,-0.66%,$1.07,"$73,311,609.58"
81,Revain,-0.03%,$0.01233,"$4,711,092.47"
82,Waves,0.10%,$10.00,"$67,204,106.45"
83,Voyager Token,0.19%,$4.64,"$14,176,857.03"
84,DigiByte,-0.22%,$0.0707,"$57,544,511.26"
85,Ontology,0.33%,$1.18,"$282,485,698.14"
86,Flow,-0.59%,$30.14,"$34,518,166.36"
87,IOST,0.51%,$0.05534,"$1,097,616,180.99"
88,OKB,-0.10%,$14.11,"$110,838,604.95"
89,OMG Network,-0.78%,$5.64,"$363,946,677.05"
90,Paxos Standard,0.19%,$1.00,"$61,959,973.64"
91,renBTC,-0.42%,"$57,448.06","$3,510,449.86"
92,Helium,0.21%,$9.59,"$17,656,825.19"
93,Celo,-1.17%,$3.90,"$15,176,829.74"
94,MVL,-0.46%,$0.05852,"$405,039,658.59"
95,Arweave,-0.30%,$21.31,"$16,371,083.09"
96,1inch,-0.80%,$4.67,"$102,306,810.92"
97,Loopring,-0.91%,$0.5572,"$72,508,949.76"
98,Ocean Protocol,-0.77%,$1.62,"$57,395,713.54"
99,VeThor Token,2.22%,$0.02004,"$353,604,975.81"
100,Dent,-0.89%,$0.007215,"$223,364,746.91"
101,Nano,-0.35%,$5.00,"$30,922,830.03"
102,Curve DAO Token,-0.41%,$2.60,"$120,982,734.57"
103,Qtum,0.31%,$6.62,"$426,289,760.68"
104,Livepeer,0.77%,$29.85,"$10,571,610.26"
105,Horizen,-0.08%,$57.94,"$41,463,836.37"
106,HUSD,0.01%,$1.00,"$921,558,970.28"
107,ZKSwap,0.05%,$2.91,"$66,408,530.74"
108,Kyber Network,-0.17%,$2.75,"$104,848,203.19"
109,Verge,-0.85%,$0.03332,"$37,794,719.03"
110,StormX,1.36%,$0.06562,"$424,290,647.45"
111,Quant,-1.68%,$44.51,"$7,840,048.64"
112,Bitcoin Gold,-0.96%,$30.36,"$108,723,281.72"
113,Energy Web Token,-0.39%,$17.65,"$3,011,995.42"
114,Ankr,0.77%,$0.07556,"$185,585,055.72"
115,Nervos Network,2.58%,$0.02138,"$57,601,922.81"
116,HedgeTrade,-6.03%,$1.46,"$234,904.11"
117,Lisk,-0.78%,$3.93,"$70,384,722.28"
118,Orbs,0.61%,$0.2222,"$95,995,187.09"
119,Golem,0.42%,$0.4794,"$23,401,862.99"
